AREA,PERIMETER,Ing_Eg,Rd_Maint,Rd_Width,Rd_Cond,Fire_Acc,St_Sign,Strc_Den,Hm_Set,Un_Lands,Priv_Act,Prox_Wild,SUBD_TOT,Prox_Flam,Veg_Type,Fuel_Load,Fuel_Strc,Def_Space,VEG_TOT,Roof_Asmb,Sid_Sof,Undr_Skrt,Utlty_Plmt,Strc_Ign,BLDG_TOT,Slope,Avg_Rain,Prev_Wind,Seas_Haz,Ign_Risk,Top_Adv,FIREHAZTOT,Wat_Avail,Ofst_Wat,Rspn_Time,Prox_Stn,FD_Trng,Wild_Cap,Loc_Ops,Com_Plan,Com_FirPrg,FIREPROTOT,OVRLHAZTOT,Acres,AreaName,Island,IntAgCoop,CAR_Rating,zone,CAR_Hawaii,CAR_adjtot
3508.596,9.765,2,2,2,2,2,2,2,2,2,3,2,23,1,2,2,2,2,9,1,2,2,3,2,11,1,1,1,2,3,1,9,3,0,1,1,1,2,3,2,2,16,0,3508.59649794000,Ainaloa,Hawaii Island,1,Low,,30.00000000000,54
23089.943,30.779,2,1,2,1,2,1,2,1,2,2,2,18,1,2,2,1,2,8,1,2,2,3,2,10,1,2,2,1,1,1,8,1,0,1,2,1,2,3,2,2,15,0,23089.94303380000,Kurtistown,Hawaii Island,1,Very Low,,16.00000000000,49
25450.121,27.307,2,1,2,1,2,1,2,1,2,2,2,18,1,2,1,1,1,6,1,2,2,3,2,10,1,2,1,1,1,1,7,1,0,1,2,1,2,3,2,2,15,0,25450.12096590000,Mountain View,Hawaii Island,1,Very Low,,16.00000000000,45
28999.701,27.771,2,3,2,3,2,3,3,1,1,1,3,24,1,3,2,2,2,10,2,2,2,3,1,10,1,1,1,1,1,1,6,3,0,1,2,1,2,3,2,2,17,0,28999.70139630000,Glenwood,Hawaii Island,1,Low,,16.00000000000,53
7823.198,16.661,3,1,1,1,2,2,1,1,2,1,3,18,2,2,1,1,1,7,1,1,1,3,1,7,2,3,1,1,1,1,9,3,0,2,3,1,2,1,2,2,17,0,7823.19843746000,Kulani,Hawaii Island,1,Low,,16.00000000000,44
5192.920,12.143,2,1,2,1,2,1,2,1,2,2,2,18,1,2,2,1,2,8,1,2,2,3,2,10,1,2,2,1,3,1,10,1,0,1,1,1,2,3,2,2,14,0,5192.92042570000,Keaau,Hawaii Island,1,Very Low,,16.00000000000,49
14819.960,29.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14819.96026030000,,Hawaii Island,0,Unranked,,0.00000000000,
44244.010,45.079,2,1,1,1,1,1,3,2,1,2,1,16,2,1,1,1,2,7,1,2,2,3,1,9,2,1,2,1,1,1,8,1,0,1,1,1,2,1,2,2,12,0,44244.01031680000,Hilo,Hawaii Island,1,Very Low,,16.00000000000,46
292.791,2.715,2,2,2,2,2,3,2,2,3,1,3,24,3,3,3,3,1,13,2,2,2,3,1,10,1,4,2,3,2,3,15,3,0,2,3,1,2,3,2,2,19,0,292.79093838200,Puu Waa Waa,Hawaii Island,1,Extreme,,40.00000000000,72
1595.057,6.121,2,1,2,1,2,1,2,1,3,2,3,20,3,2,3,2,2,12,2,2,2,2,2,10,2,4,2,3,2,2,15,3,0,2,3,1,2,3,2,2,19,0,1595.05706298000,Puu Anahulu,Hawaii Island,1,Extreme,,40.00000000000,69
1803.559,6.840,1,1,1,1,2,1,2,1,2,1,3,16,3,1,2,2,1,9,1,2,1,1,1,6,2,5,3,3,3,1,17,1,0,1,1,1,2,1,2,1,11,0,1803.55948700000,Waikoloa Village,Hawaii Island,1,Very High,,40.00000000000,63
3433.605,9.732,1,1,2,1,1,1,1,1,2,1,3,17,2,1,2,1,2,8,1,2,2,3,2,10,2,4,2,2,2,2,14,2,0,2,3,1,2,1,2,1,15,0,3433.60532206000,Waikii,Hawaii Island,1,Very High,,40.00000000000,63
257.073,4.279,2,3,3,1,3,2,3,2,2,1,2,24,3,2,2,2,2,11,2,2,2,3,1,10,1,6,3,3,3,2,18,2,0,1,1,1,2,1,2,1,12,0,257.07251160000,Wailea Bay,Hawaii Island,1,Very High,,40.00000000000,71
1494.205,7.329,3,1,2,1,2,2,2,1,2,1,2,19,3,2,2,2,2,11,1,1,1,1,1,5,2,6,3,3,3,2,19,1,0,1,1,1,2,2,2,2,13,0,1494.20484271000,Hapuna-Mauna Kea,Hawaii Island,1,Very High,,40.00000000000,65
967.723,10.205,2,1,1,1,2,2,2,1,3,1,3,19,3,1,2,2,2,10,1,2,2,3,2,10,2,6,3,3,3,3,20,1,0,1,2,1,2,1,2,2,13,0,967.72339362500,Kawaihae,Hawaii Island,1,Extreme,,40.00000000000,70
540.513,4.101,3,1,1,1,2,1,1,1,2,1,3,17,3,1,2,2,2,10,1,1,1,2,1,6,3,6,3,3,3,3,21,3,0,1,2,1,2,1,2,2,15,0,540.51333069800,Kohala Estates,Hawaii Island,1,Extreme,,40.00000000000,67
27756.972,36.318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27756.97154990000,Hawaii Island Interior,Hawaii Island,0,Unranked,,0.00000000000,
3422.105,11.459,3,1,1,1,2,1,1,1,2,1,3,17,2,2,2,2,2,10,1,2,2,3,2,10,3,4,3,3,2,3,18,1,0,1,2,1,2,1,1,1,11,0,3422.10480692000,Kohala Ranch Mauka,Hawaii Island,1,Low,,40.00000000000,56
7351.016,16.336,2,1,2,1,2,1,1,1,3,1,3,18,2,3,2,2,1,10,1,2,2,2,1,8,2,2,3,2,2,3,14,2,0,1,1,1,2,1,2,2,13,0,7351.01590020000,Hawi,Hawaii Island,1,Low,,16.00000000000,57
4485.371,23.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4485.37142891000,,Hawaii Island,0,Unranked,,0.00000000000,
5240.559,16.189,2,1,2,1,2,1,2,1,2,2,3,19,1,3,2,1,2,9,1,2,2,3,2,10,2,1,3,1,2,3,12,2,0,1,1,1,2,1,2,2,13,0,5240.55943543000,Kapaau,Hawaii Island,1,Very Low,,16.00000000000,55
3046.654,15.205,2,1,2,1,2,1,2,1,3,2,3,20,3,2,2,2,2,11,1,3,2,3,1,10,3,6,3,3,3,3,21,3,0,1,2,1,2,1,2,2,15,0,3046.65386840000,Kawaihae Rd. Subdivisions,Hawaii Island,1,Extreme,,40.00000000000,66
15249.303,24.962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15249.30337300000,Hawaii Island Interior,Hawaii Island,0,Unranked,,0.00000000000,
9565.283,19.150,2,1,1,1,2,1,2,2,3,2,3,20,2,2,2,2,2,10,1,2,2,3,1,9,1,2,3,1,1,2,10,1,0,1,1,1,2,1,2,2,12,0,9565.28311793000,Waimea East,Hawaii Island,1,Extreme,,40.00000000000,57
1388.047,6.721,2,1,1,1,2,1,2,2,2,2,3,19,3,2,2,2,2,11,1,2,2,3,1,9,1,5,3,3,3,3,18,1,0,1,1,1,2,1,2,2,12,0,1388.04672522000,Waimea West,Hawaii Island,1,Extreme,,40.00000000000,66
2173.027,8.127,3,3,3,3,3,2,1,1,2,2,3,26,1,2,2,1,2,8,1,1,2,2,1,7,1,2,2,1,1,3,10,3,0,3,2,1,2,3,2,2,19,0,2173.02671039000,Waipio,Hawaii Island,1,Extreme,,16.00000000000,70
3952.132,9.932,0,2,2,1,2,1,1,1,3,2,3,20,2,2,2,2,2,10,1,2,2,3,2,10,2,2,2,1,1,2,10,2,0,1,1,1,2,1,2,2,13,0,3952.13242946000,Ahualoa,Hawaii Island,1,Very Low,,16.00000000000,53
2400.098,9.092,1,1,2,1,2,1,2,1,2,2,2,17,2,1,1,1,2,7,1,2,2,3,2,10,2,3,3,2,1,3,14,1,0,1,1,1,2,1,2,2,12,0,2400.09791960000,Honokaa,Hawaii Island,1,Very Low,,16.00000000000,53
838.665,4.484,2,2,2,1,3,1,3,2,3,2,3,24,2,3,2,2,2,11,1,3,2,3,2,11,2,3,3,2,2,1,13,1,0,1,1,1,2,1,2,2,12,0,838.66486412600,Paauhau,Hawaii Island,1,High,,30.00000000000,63
2232.373,8.242,2,2,2,1,2,2,1,1,3,1,3,20,1,3,2,2,2,10,1,2,2,3,1,9,3,2,2,2,1,3,13,2,0,1,2,1,2,1,2,2,14,0,2232.37298160000,Kalopa,Hawaii Island,1,Moderate,,16.00000000000,58
9354.301,16.977,2,2,2,1,2,1,2,2,2,2,3,21,3,2,3,2,2,12,1,3,2,3,3,12,3,3,3,2,2,3,16,1,0,1,2,1,2,1,2,2,13,0,9354.30143088000,Paauilo,Hawaii Island,1,High,,30.00000000000,63
1000.159,5.293,2,2,2,1,3,2,2,1,2,2,3,22,2,2,3,3,2,12,1,2,2,3,2,10,1,3,3,2,2,2,13,1,0,1,3,1,2,1,2,2,14,0,1000.15902103000,Kukaiau,Hawaii Island,1,High,,30.00000000000,62
462.313,4.693,2,2,3,1,2,1,2,1,2,2,3,21,2,2,3,2,2,11,1,2,2,3,2,10,1,3,3,2,2,2,13,1,0,1,2,1,2,1,2,2,13,0,462.31289000200,Ookala,Hawaii Island,1,Moderate,,30.00000000000,58
819.194,4.849,3,3,3,1,3,2,1,1,2,2,3,24,2,2,2,2,2,10,1,2,2,3,2,10,2,2,3,2,2,2,13,2,0,1,2,1,2,1,2,2,14,0,819.19402319900,Waipunalei,Hawaii Island,1,Moderate,,30.00000000000,60
6686.939,13.745,2,2,2,1,2,1,2,2,2,2,2,20,1,2,2,2,2,9,1,2,2,3,2,10,2,2,3,2,2,2,13,1,0,1,1,1,2,1,2,2,12,0,6686.93913839000,Laupahoehoe,Hawaii Island,1,Very Low,,16.00000000000,53
600.095,4.763,2,2,3,1,2,2,1,1,2,2,2,20,1,2,2,2,2,9,1,2,2,3,2,10,1,2,3,2,1,2,11,2,0,1,2,1,2,1,2,2,14,0,600.09452180200,Ninoole,Hawaii Island,1,Very Low,,16.00000000000,52
537.390,4.623,2,2,2,1,2,1,2,1,2,2,2,19,1,2,2,2,1,8,1,2,2,3,2,10,2,1,2,1,1,2,9,2,0,2,3,1,2,1,2,2,16,0,537.39017787700,Umauma,Hawaii Island,1,Very Low,,16.00000000000,52
3799.662,10.871,2,2,2,1,2,1,1,1,2,2,2,18,1,2,2,2,1,8,1,2,2,3,2,10,2,1,2,1,1,2,9,1,0,1,3,1,2,1,2,2,14,0,3799.66177157000,Hakalau,Hawaii Island,1,Very Low,,16.00000000000,52
461.323,3.766,2,2,2,2,2,1,1,2,2,2,2,20,1,2,2,2,2,9,1,2,2,3,2,10,2,1,2,1,1,2,9,1,0,1,3,1,2,1,2,2,14,0,461.32287210000,Honomu,Hawaii Island,1,Very Low,,16.00000000000,54
458.848,3.529,2,1,2,1,2,2,2,1,3,1,3,20,3,1,2,2,1,9,1,1,1,3,1,7,1,6,3,3,1,1,15,3,0,3,3,1,2,2,2,2,19,0,458.84776751300,Pohakuloa,Hawaii Island,1,Extreme,,40.00000000000,68
393.424,2.871,2,1,1,2,1,2,2,1,3,2,3,20,3,2,2,2,2,11,1,2,2,3,1,9,3,2,2,2,2,2,13,3,0,3,3,1,2,3,2,2,20,0,393.42372292200,Haleopohaku,Hawaii Island,1,Very High,,30.00000000000,64
4406.438,14.722,2,3,3,1,3,2,1,1,2,2,3,23,1,2,2,2,2,9,1,3,3,3,2,12,1,2,1,1,1,1,7,2,0,1,1,1,2,1,2,2,13,0,4406.43796715000,Volcano Village,Hawaii Island,1,Low,,16.00000000000,51
6061.100,15.886,3,1,2,1,1,1,1,1,3,2,3,19,3,3,2,2,3,13,1,2,2,3,2,10,1,3,2,2,1,1,10,1,0,1,1,1,2,3,2,1,13,0,6061.09973510000,Volcano C.C.,Hawaii Island,1,High,,30.00000000000,61
3524.889,15.926,2,2,3,1,2,2,1,2,2,2,2,21,2,2,2,2,1,9,1,2,3,3,2,11,2,2,3,1,1,3,12,1,0,2,2,2,2,3,2,2,16,0,3524.88940973000,Wailua,Molokai,1,Med-low,,30.00000000000,63
317.621,2.905,2,2,3,1,2,1,2,2,1,2,3,21,3,2,2,1,2,10,1,2,2,3,2,10,2,2,3,2,2,3,14,1,0,1,1,2,2,2,1,2,12,0,317.62087004100,Waihee,Maui,1,High,,30.00000000000,61
2981.072,9.748,3,2,3,2,2,1,2,1,2,2,3,23,3,2,3,2,2,12,1,2,2,3,2,10,3,6,3,3,3,3,21,1,0,2,2,1,2,1,1,1,12,0,2981.07163259000,Kohala Ranch Makai,Hawaii Island,1,Extreme,,40.00000000000,71
526.615,5.328,2,2,2,1,2,1,3,1,2,2,3,21,2,3,3,2,2,12,2,2,3,2,2,11,1,6,3,3,3,1,17,1,0,1,1,1,2,1,1,1,10,0,526.61496929000,Puako,Hawaii Island,1,Extreme,,40.00000000000,71
3409.860,11.288,2,2,2,1,2,1,1,1,2,2,3,19,2,3,2,2,2,11,1,2,2,3,1,9,3,4,1,2,1,3,14,3,0,1,2,1,2,3,2,2,17,0,3409.85951862000,Kaloko Mauka,Hawaii Island,1,Low,,16.00000000000,58
2837.470,8.490,2,1,1,1,2,1,2,1,2,2,2,17,2,2,2,2,2,10,1,2,2,3,2,10,3,4,1,2,1,3,14,2,0,3,1,1,2,2,2,2,16,0,2837.47046599000,Keauhou Mauka,Hawaii Island,1,Moderate,,30.00000000000,60
694.345,4.440,2,2,2,1,2,1,2,2,2,2,2,20,2,2,2,2,1,9,1,2,2,3,2,10,3,4,1,2,1,3,14,2,0,1,1,1,2,1,2,2,13,0,694.34489616500,Kainaliu Mauka,Hawaii Island,1,Low,,30.00000000000,54
1339.046,6.071,2,3,2,2,2,1,2,2,2,2,2,22,2,1,2,2,2,9,1,2,2,3,2,10,3,4,1,2,1,3,14,2,0,3,1,1,2,1,2,2,15,0,1339.04581668000,Kealakekua Mauka,Hawaii Island,1,Low,,30.00000000000,56
960.909,5.677,2,2,2,1,2,2,1,2,2,2,3,21,2,3,2,1,2,10,1,2,2,3,2,10,1,3,3,2,1,2,12,1,0,1,2,1,2,1,2,2,13,0,960.90863458800,Kukuihaele,Hawaii Island,1,Moderate,,16.00000000000,57
1259.308,8.144,3,2,3,2,3,2,1,1,3,2,3,23,3,2,2,2,1,10,1,2,2,3,2,10,3,4,1,2,2,2,14,3,0,2,3,1,2,1,2,2,17,0,1259.30839164000,Papa Bay,Hawaii Island,1,High,,16.00000000000,66
592.211,6.552,2,2,1,1,2,2,1,1,3,2,3,20,3,2,3,3,3,14,1,2,2,3,2,10,3,4,3,3,3,3,19,2,0,2,2,1,1,3,3,3,17,0,592.37384596900,Makua-Keaau,Oahu,1,Extreme,Zone 1: Leeward Oahu,40.00000000000,62
2590.451,8.910,2,1,1,1,2,1,2,1,3,2,3,19,3,2,3,3,2,13,1,2,2,3,2,10,1,5,2,3,3,2,16,1,0,1,1,1,1,3,3,3,14,0,2584.80857021000,Makaha,Oahu,1,Extreme,Zone 1: Leeward Oahu,40.00000000000,61
3966.705,11.311,2,1,2,1,2,1,2,2,3,2,3,21,3,3,3,3,2,14,1,2,2,2,2,9,2,5,2,3,3,2,17,1,0,1,3,1,1,3,3,3,16,0,3927.60904128000,Waianae,Oahu,1,Extreme,Zone 1: Leeward Oahu,40.00000000000,63
1989.704,8.774,2,1,2,1,2,1,2,2,3,2,3,21,3,3,3,3,2,14,1,2,2,2,2,9,2,5,2,3,3,2,17,1,0,1,3,1,1,3,3,3,16,0,2001.30916030000,Waianae,Oahu,1,Extreme,Zone 1: Leeward Oahu,40.00000000000,63
3678.518,9.796,2,1,1,1,2,1,3,2,2,2,3,20,2,2,2,2,2,10,1,2,2,2,2,9,2,5,2,3,3,2,17,1,0,1,1,1,1,3,3,3,14,0,3701.11262520000,Maili,Oahu,1,Very High,Zone 1: Leeward Oahu,36.00000000000,59
2732.045,11.252,2,1,2,1,2,2,2,2,2,2,3,21,2,3,2,2,2,11,1,2,2,2,2,9,1,5,2,3,3,2,16,1,0,1,1,1,1,3,3,3,14,0,2736.40720693000,Nanakuli,Oahu,1,Very High,Zone 1: Leeward Oahu,36.00000000000,59
1206.380,6.925,2,1,2,1,2,1,2,1,1,2,2,17,2,2,2,1,1,8,1,2,2,2,1,8,1,5,2,3,2,1,14,1,0,1,1,1,1,3,3,3,14,0,974.25198280700,Honokai Hale/Koolina,Oahu,1,Moderate,Zone 1: Leeward Oahu,18.00000000000,49
1932.816,7.034,1,1,1,1,2,1,2,1,2,2,2,16,3,2,2,2,1,10,1,1,1,3,1,7,1,6,3,3,3,1,7,1,0,1,3,1,1,3,3,3,16,0,2384.05675210000,Barbers Point,Oahu,1,High,Zone 1: Leeward Oahu,30.00000000000,55
5227.825,14.671,1,1,1,1,2,1,3,1,2,2,2,17,2,2,2,2,1,9,1,1,2,2,2,8,1,6,3,3,3,1,17,1,0,1,3,1,1,3,3,3,16,0,5232.67846061000,Kapolei,Oahu,1,High,Zone 1: Leeward Oahu,30.00000000000,56
4079.130,11.350,1,1,1,1,2,1,2,2,2,2,2,17,2,2,2,2,2,10,1,1,2,2,2,8,1,6,3,3,3,1,17,1,0,1,1,1,1,3,3,3,14,0,4554.73961777000,Ewa,Oahu,1,High,Zone 1: Leeward Oahu,30.00000000000,57
208.936,2.504,2,1,1,1,2,1,2,2,2,2,2,18,1,2,2,2,1,8,1,1,2,1,2,7,1,6,3,3,3,1,17,1,0,1,1,1,1,3,3,3,14,0,208.27138933200,Honouliuli,Oahu,1,High,Zone 1: Leeward Oahu,26.00000000000,54
1049.532,7.502,2,1,1,1,2,1,3,1,1,2,2,17,2,2,2,1,2,9,1,1,2,2,2,8,3,5,3,3,2,3,19,1,0,1,1,1,1,3,3,3,15,0,1050.12283674000,Makakilo,Oahu,1,Very High,Zone 1: Leeward Oahu,36.00000000000,59
335.370,3.169,2,1,1,1,2,1,3,1,1,2,2,17,2,2,2,1,2,9,1,1,2,2,2,8,3,5,3,3,2,3,19,1,0,1,1,1,1,3,3,3,15,0,358.07392893900,Makakilo,Oahu,1,Very High,Zone 1: Leeward Oahu,36.00000000000,59
71.593,1.350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,0,0,71.59346651070,Camp 6,Kauai,0,Extreme,,10.00000000000,74
0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,0,0,261.98866615700,Huleia,Kauai,0,Moderate,,10.00000000000,62
0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,0,0,1125.85875808000,Rice Ranch,Kauai,0,Moderate,,10.00000000000,62
352541.973,252.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3503.67939770000,,Oahu,0,Unranked,non,0.00000000000,
352541.973,252.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913.41655258000,,Oahu,0,Unranked,non,0.00000000000,
352541.973,252.917,2,1,2,1,2,1,3,2,2,2,2,20,2,2,1,1,2,8,1,2,2,3,2,10,2,6,3,3,3,2,19,1,0,1,1,1,1,3,3,3,15,0,2020.98186227000,Waipahu,Oahu,1,Extreme,Zone 1: Leeward Oahu,40.00000000000,62
352541.973,252.917,2,1,2,1,2,1,3,2,2,2,2,20,2,2,1,1,2,8,1,2,2,3,2,10,2,6,3,3,3,2,19,1,0,1,1,1,1,3,3,3,15,0,2461.14948133000,Waikele,Oahu,1,Extreme,Zone 1: Leeward Oahu,40.00000000000,61
352541.973,252.917,2,1,1,1,2,1,3,2,1,2,2,18,2,2,1,1,2,8,1,2,2,3,2,10,2,3,2,2,2,1,12,1,0,1,1,1,1,3,3,3,15,0,5936.14407976000,Pearl City,Oahu,1,Extreme,Zone 2: North and Central Oahu,40.00000000000,63
0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,0,0,662.51255343500,,Oahu,0,Unranked,non,0.00000000000,
352541.973,252.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4345.54396179000,,Oahu,0,Unranked,non,0.00000000000,
352541.973,252.917,2,1,1,1,2,1,3,1,1,2,2,17,2,2,2,1,2,9,1,1,2,2,2,8,3,5,3,3,2,3,19,1,0,1,1,1,1,3,3,3,15,0,998.96306344900,Palehua,Oahu,1,Very High,Zone 1: Leeward Oahu,36.00000000000,59
352541.973,252.917,2,1,2,1,2,1,2,2,3,2,2,20,3,3,2,2,2,12,1,2,2,3,2,10,1,5,3,3,3,1,16,1,0,1,3,1,1,3,3,3,17,0,2738.42275089000,Waialua,Oahu,1,Extreme,Zone 2: North and Central Oahu,40.00000000000,60
352541.973,252.917,2,1,1,1,2,1,2,1,3,2,3,19,3,3,2,1,2,11,1,2,2,3,2,10,2,4,2,2,2,2,14,1,0,1,1,1,1,3,3,3,15,0,2226.95237192000,Pupukea,Oahu,1,High,Zone 2: North and Central Oahu,26.00000000000,55
352541.973,252.917,2,1,1,1,2,1,1,1,3,2,3,18,2,3,2,2,1,10,1,1,2,2,2,8,1,5,3,3,3,1,16,1,0,1,2,1,1,3,3,3,16,0,1358.40471221000,Kawela,Oahu,1,Very High,Zone 5: Windward Oahu,30.00000000000,55
352541.973,252.917,2,1,2,1,2,1,2,2,3,2,3,21,3,3,3,2,2,13,1,2,2,3,2,10,1,5,4,2,2,1,15,1,0,1,1,1,1,3,3,3,15,0,3430.60516385000,Kahuku,Oahu,1,Very High,Zone 5: Windward Oahu,30.00000000000,60
352541.973,252.917,2,1,1,1,2,1,2,2,2,2,2,18,2,2,2,2,2,10,1,2,2,3,2,10,1,4,3,2,1,1,12,1,0,1,1,1,1,3,3,3,15,0,2422.83824158000,Laie,Oahu,1,Moderate,Zone 5: Windward Oahu,18.00000000000,50
352541.973,252.917,2,1,2,1,2,1,2,2,2,2,2,19,2,2,1,1,2,8,1,2,2,3,2,10,1,2,3,1,1,1,9,1,0,1,1,1,1,3,3,3,15,0,1445.18204160000,Hauula,Oahu,1,Very Low,Zone 5: Windward Oahu,6.00000000000,43
352541.973,252.917,2,2,1,2,2,2,1,1,2,2,2,19,1,2,2,2,2,9,1,2,2,3,2,10,1,2,3,1,1,1,9,1,0,1,1,1,1,3,3,3,15,0,2748.56668935000,Punaluu,Oahu,1,Low,Zone 5: Windward Oahu,12.00000000000,44
352541.973,252.917,2,1,2,1,2,1,2,1,2,2,2,18,1,2,2,2,2,9,1,2,2,3,2,10,3,3,2,1,1,2,12,1,0,1,1,1,1,3,3,3,15,0,3447.62973655000,Kaaawa/Kahana,Oahu,1,Very Low,Zone 5: Windward Oahu,6.00000000000,44
352541.973,252.917,2,2,1,2,2,1,1,1,2,2,3,19,2,2,2,2,1,9,1,2,2,3,2,10,3,2,2,1,1,2,11,1,0,1,2,1,1,3,3,3,16,0,1901.42783535000,Kualoa,Oahu,1,Moderate,Zone 5: Windward Oahu,18.00000000000,49
352541.973,252.917,2,2,1,2,2,1,1,1,2,2,2,18,1,2,2,2,2,9,1,2,2,3,2,10,3,2,2,1,1,2,11,1,0,1,1,1,1,3,3,3,15,0,2116.68625617000,Waihole/Waikane,Oahu,1,Very Low,Zone 5: Windward Oahu,6.00000000000,44
352541.973,252.917,2,1,2,1,2,1,2,1,2,2,2,18,1,2,2,2,2,9,1,2,2,3,2,10,3,2,2,1,1,2,11,1,0,1,1,1,1,3,3,3,15,0,4340.62977776000,Kahaluu,Oahu,1,Low,Zone 5: Windward Oahu,12.00000000000,45
352541.973,252.917,2,1,2,1,2,1,3,2,2,2,2,20,3,2,2,2,2,11,1,2,2,3,2,10,2,5,3,3,3,2,18,1,0,2,1,2,1,3,3,3,17,0,505.20902449500,Kaneohe Makai,Oahu,1,Extreme,Zone 5: Windward Oahu,40.00000000000,63
352541.973,252.917,2,1,2,1,2,1,3,2,2,2,2,20,3,2,2,2,2,11,1,2,2,3,2,10,2,5,3,3,3,2,18,1,0,2,1,2,1,3,3,3,17,0,2148.57203070000,Kaneohe Makai,Oahu,1,Extreme,Zone 5: Windward Oahu,40.00000000000,63
352541.973,252.917,2,1,2,1,2,1,3,2,2,2,1,19,1,2,2,1,2,8,1,2,2,3,2,10,1,5,3,3,2,1,15,1,0,1,1,1,1,3,3,3,15,0,327.14830632400,Kailua,Oahu,1,High,Zone 5: Windward Oahu,26.00000000000,54
352541.973,252.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2923.17692750000,,Oahu,0,Unranked,non,0.00000000000,
352541.973,252.917,2,1,2,1,2,1,3,2,2,2,1,19,1,2,2,1,2,8,1,2,2,3,2,10,1,5,3,3,2,1,15,1,0,1,1,1,1,3,3,3,15,0,1416.83849149000,Kailua,Oahu,1,High,Zone 5: Windward Oahu,26.00000000000,54
352541.973,252.917,2,1,1,1,2,1,3,1,2,1,2,17,2,2,2,1,2,9,1,2,2,3,2,10,1,4,3,3,2,1,14,1,0,1,1,1,1,3,3,3,15,0,708.95175585200,Lanikai,Oahu,1,Moderate,Zone 5: Windward Oahu,22.00000000000,52
352541.973,252.917,2,1,2,1,2,1,2,2,1,2,2,18,3,2,2,2,2,11,1,2,2,3,2,10,1,4,3,2,2,1,13,1,0,1,1,1,1,3,3,3,15,0,690.63861482400,Olomana,Oahu,1,Low,Zone 5: Windward Oahu,16.00000000000,53
352541.973,252.917,2,1,2,1,2,1,2,2,1,2,2,18,3,2,2,2,2,11,1,2,2,3,2,10,1,4,3,2,2,1,13,1,0,1,1,1,1,3,3,3,15,0,1908.14610216000,Keolu Hills,Oahu,1,Moderate,Zone 5: Windward Oahu,22.00000000000,53
352541.973,252.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1416.66867710000,,Oahu,0,Unranked,non,0.00000000000,
352541.973,252.917,2,1,2,2,2,1,2,2,2,2,3,21,2,2,2,2,2,10,1,2,2,3,2,10,1,4,3,2,2,1,13,1,0,1,1,1,1,3,3,3,15,0,3896.61879135000,Waimanalo,Oahu,1,High,Zone 5: Windward Oahu,26.00000000000,53
352541.973,252.917,2,1,1,1,2,1,3,2,2,2,3,20,2,2,2,2,2,10,1,2,2,3,2,10,1,3,2,2,1,2,11,1,0,1,1,1,1,3,3,3,15,0,1047.08545285000,Maunawili,Oahu,1,Moderate,Zone 5: Windward Oahu,19.00000000000,49
352541.973,252.917,2,1,1,1,2,1,3,2,2,1,3,19,3,2,2,2,2,11,1,1,2,2,2,8,1,5,2,3,3,2,16,1,0,1,1,1,1,3,3,3,15,0,840.31037923800,Kalama Valley,Oahu,1,High,Zone 3: East Honolulu,21.00000000000,57
